class,inst,l/t,cpi,ipc
"reg64","add","latency","1.028321e+00","9.724590e-01"
"reg64","add","throughput","5.315419e-01","1.881319e+00"
"reg64","lea","latency","1.005761e+00","9.942716e-01"
"reg64","lea","throughput","5.313487e-01","1.882003e+00"
"reg64","xor dst,dst","latency","1.028310e+00","9.724694e-01"
"reg64","xor dst,dst","throughput","5.316453e-01","1.880953e+00"
"reg64","xor","latency","1.028483e+00","9.723056e-01"
"reg64","xor","throughput","5.315483e-01","1.881297e+00"
"reg64","load","latency","3.000618e+00","3.332647e-01"
"reg64","load","throughput","1.000683e+00","9.993173e-01"
"reg64","crc32","latency","5.984970e+00","1.670852e-01"
"reg64","crc32","throughput","5.985072e+00","1.670824e-01"
"reg64","store [mem+0]->load[mem+0]","latency","4.000382e+00","2.499761e-01"
"reg64","store [mem+0]->load[mem+0]","throughput","2.000764e+00","4.998092e-01"
"reg64","store [mem+0]->load[mem+1]","latency","1.400162e+01","7.142031e-02"
"reg64","store [mem+0]->load[mem+1]","throughput","1.160263e+01","8.618734e-02"
"m128","pxor","latency","5.557671e-01","1.799315e+00"
"m128","pxor","throughput","5.561805e-01","1.797977e+00"
"m128","padd","latency","1.000501e+00","9.994988e-01"
"m128","padd","throughput","5.557198e-01","1.799468e+00"
"m128","pmuldq","latency","5.973042e+00","1.674189e-01"
"m128","pmuldq","throughput","4.139433e+00","2.415790e-01"
"m128","loadps","throughput","1.000492e+00","9.995079e-01"
"m128","loadps->movq","latency","8.000939e+00","1.249853e-01"
"m128","movq->movq","latency","7.000837e+00","1.428401e-01"
"m128","movq->movq","throughput","7.000857e+00","1.428396e-01"
"m128","xorps","latency","5.562657e-01","1.797702e+00"
"m128","xorps","throughput","5.557408e-01","1.799400e+00"
"m128","addps","latency","3.000614e+00","3.332651e-01"
"m128","addps","throughput","1.000480e+00","9.995198e-01"
"m128","mulps","latency","5.000687e+00","1.999725e-01"
"m128","mulps","throughput","2.000454e+00","4.998866e-01"
"m128","divps","latency","2.700320e+01","3.703264e-02"
"m128","divps","throughput","2.700290e+01","3.703306e-02"
"m128","divpd","latency","2.700289e+01","3.703307e-02"
"m128","divpd","throughput","2.700293e+01","3.703302e-02"
"m128","rsqrtps","latency","9.001052e+00","1.110981e-01"
"m128","rsqrtps","throughput","8.000885e+00","1.249862e-01"
"m128","rcpps","latency","9.001118e+00","1.110973e-01"
"m128","rcpps","throughput","8.000845e+00","1.249868e-01"
"m128","blendps","latency","5.972919e+00","1.674223e-01"
"m128","blendps","throughput","4.139342e+00","2.415843e-01"
"m128","blendvps","latency","7.028747e+00","1.422729e-01"
"m128","blendvps","throughput","8.973247e+00","1.114424e-01"
"m128","pshufb","latency","8.028865e+00","1.245506e-01"
"m128","pshufb","throughput","7.028687e+00","1.422741e-01"
"m128","shufps","latency","1.000183e+00","9.998169e-01"
"m128","shufps","throughput","1.000683e+00","9.993176e-01"
"m128","pmullw","latency","5.000558e+00","1.999777e-01"
"m128","pmullw","throughput","2.000323e+00","4.999192e-01"
"m128","phaddd","latency","9.028890e+00","1.107556e-01"
"m128","phaddd","throughput","8.028685e+00","1.245534e-01"
"m128","haddps","latency","9.028869e+00","1.107558e-01"
"m128","haddps","throughput","8.028851e+00","1.245508e-01"
"m128","pinsrd","latency","5.972923e+00","1.674222e-01"
"m128","pinsrd","throughput","4.139449e+00","2.415781e-01"
"m128","pinsrd->pextr","latency","1.302917e+01","7.675089e-02"
"m128","dpps","latency","1.500189e+01","6.665825e-02"
"m128","dpps","throughput","1.302940e+01","7.674952e-02"
"m128","cvtps2dq","latency","5.000626e+00","1.999750e-01"
"m128","cvtps2dq","throughput","2.000366e+00","4.999085e-01"
"m128","pmovmskb","throughput","1.333693e+00","7.497975e-01"
"m128","pmovmskb->movq","latency","7.000712e+00","1.428426e-01"
"m128","movq->movq","latency","7.000925e+00","1.428383e-01"
"m128","movaps [mem]","latency","8.000980e+00","1.249847e-01"
"m128","movaps [mem]","throughput","1.000170e+00","9.998296e-01"
"m128","movdqu [mem+1]","latency","8.001162e+00","1.249819e-01"
"m128","movdqu [mem+1]","throughput","1.000476e+00","9.995244e-01"
"m128","movdqu [mem+63] (cross cache)","latency","1.400203e+01","7.141820e-02"
"m128","movdqu [mem+63] (cross cache)","throughput","3.001225e+00","3.331973e-01"
"m128","movdqu [mem+2MB-1] (cross page)","latency","1.700249e+01","5.881493e-02"
"m128","movdqu [mem+2MB-1] (cross page)","throughput","9.529294e+00","1.049396e-01"
"m128","pcmpistri","throughput","1.700175e+01","5.881748e-02"
"m128","pcmpistri->movq","latency","1.800192e+01","5.554964e-02"
"m128","pcmpistrm","throughput","1.300149e+01","7.691426e-02"
"m128","pcmpistrm","latency","1.300150e+01","7.691422e-02"
"m128","pcmpestri","throughput","2.100219e+01","4.761409e-02"
"m128","pcmpestri->movq","latency","2.300247e+01","4.347359e-02"
"m128","pcmpestrm","throughput","1.700194e+01","5.881683e-02"
"m128","pcmpestrm","latency","1.700191e+01","5.881691e-02"
"reg64","popcnt","latency","3.033586e+00","3.296429e-01"
"reg64","popcnt","throughput","1.140946e+00","8.764656e-01"
"m128","pclmulqdq","latency","1.202934e+01","8.313010e-02"
"m128","pclmulqdq","throughput","1.102907e+01","9.066948e-02"
